STATION,PLATFORM,SERVING LINE,ORIGIN,DESTINATION,CONNECTION,DURATION,TRANSPORT_MODE,DELAY,STATUS
BIRKACH_WEST,Birkach West::3,71,Schönberg,Hoffeld,71:Schönberg-Hoffeld,23,Bus,0,On time
LERCHENWIESEN,Lerchenwiesen::3,70,Ruhbank (Fernsehturm),Plieningen Seemühlenweg,70:Ruhbank (Fernsehturm)-Plieningen Seemühlenweg,18,Bus,0,On time
LERCHENWIESEN,Lerchenwiesen::4,65,Echterdingen Flughafen/Messe (SAB),Obertürkheim Bf,65:Echterdingen Flughafen/Messe (SAB)-Obertürkheim Bf,26,Bus,0,On time
LERCHENWIESEN,Lerchenwiesen::4,70,Plieningen Seemühlenweg,Ruhbank (Fernsehturm),70:Plieningen Seemühlenweg-Ruhbank (Fernsehturm),5,Bus,0,On time
LERCHENWIESEN,Lerchenwiesen::4,71,Hoffeld,Schönberg,71:Hoffeld-Schönberg,3,Bus,0,On time
LERCHENWIESEN,Lerchenwiesen::3,65,Obertürkheim Bf,Echterdingen Flughafen/Messe (SAB),65:Obertürkheim Bf-Echterdingen Flughafen/Messe (SAB),21,Bus,0,On time
LERCHENWIESEN,Lerchenwiesen::3,71,Schönberg,Hoffeld,71:Schönberg-Hoffeld,24,Bus,0,On time
ROTWIESENSTRASSE,Rotwiesenstraße::Pos. 2,70,Ruhbank (Fernsehturm),Plieningen Seemühlenweg,70:Ruhbank (Fernsehturm)-Plieningen Seemühlenweg,19,Bus,0,On time
ROTWIESENSTRASSE,Rotwiesenstraße::Pos. 1,65,Echterdingen Flughafen/Messe (SAB),Obertürkheim Bf,65:Echterdingen Flughafen/Messe (SAB)-Obertürkheim Bf,26,Bus,0,On time
ROTWIESENSTRASSE,Rotwiesenstraße::Pos. 1,70,Plieningen Seemühlenweg,Ruhbank (Fernsehturm),70:Plieningen Seemühlenweg-Ruhbank (Fernsehturm),5,Bus,0,On time
ROTWIESENSTRASSE,Rotwiesenstraße::Pos. 3,71,Hoffeld,Schönberg,71:Hoffeld-Schönberg,2,Bus,0,On time
ROTWIESENSTRASSE,Rotwiesenstraße::Pos. 2,65,Obertürkheim Bf,Echterdingen Flughafen/Messe (SAB),65:Obertürkheim Bf-Echterdingen Flughafen/Messe (SAB),22,Bus,0,On time
GRÜNLINGWEG,Grünlingweg::3,70,Ruhbank (Fernsehturm),Plieningen Seemühlenweg,70:Ruhbank (Fernsehturm)-Plieningen Seemühlenweg,20,Bus,0,On time
GRÜNLINGWEG,Grünlingweg::4,70,Plieningen Seemühlenweg,Ruhbank (Fernsehturm),70:Plieningen Seemühlenweg-Ruhbank (Fernsehturm),4,Bus,0,On time
KOLPINGSIEDLUNG,Kolpingsiedlung::4,70,Plieningen Seemühlenweg,Ruhbank (Fernsehturm),70:Plieningen Seemühlenweg-Ruhbank (Fernsehturm),2,Bus,0,On time
KOLPINGSIEDLUNG,Kolpingsiedlung::3,70,Ruhbank (Fernsehturm),Plieningen Seemühlenweg,70:Ruhbank (Fernsehturm)-Plieningen Seemühlenweg,22,Bus,0,On time
KÖNIGSTRÄSSLE,Königsträßle::4,RT70,Ruhbank (Fernsehturm),Degerloch (B27),RT70:Ruhbank (Fernsehturm)-Degerloch (B27),4,Linientaxi,0,On time
KÖNIGSTRÄSSLE,Königsträßle::3,RT70,Degerloch (B27),Ruhbank (Fernsehturm),RT70:Degerloch (B27)-Ruhbank (Fernsehturm),2,Linientaxi,0,On time
LEINFELDENER_STRASSE,Leinfeldener Straße::4,71,Schönberg,Hoffeld,71:Schönberg-Hoffeld,5,Bus,0,On time
LEINFELDENER_STRASSE,Leinfeldener Straße::3,71,Hoffeld,Degerloch (B27),71:Hoffeld-Degerloch (B27),2,Bus,0,On time
ZUR_ANHÖHE,Zur Anhöhe::4,71,Schönberg,Hoffeld,71:Schönberg-Hoffeld,2,Bus,0,On time
ZUR_ANHÖHE,Zur Anhöhe::3,71,Hoffeld,Degerloch (B27),71:Hoffeld-Degerloch (B27),5,Bus,0,On time
HOFFELD,Hoffeld::3,71,Hoffeld,Degerloch (B27),71:Hoffeld-Degerloch (B27),6,Bus,0,On time
DINKELSTRASSE__KARLSHOF,Dinkelstraße (Karlshof)::3,71,Hoffeld,Schönberg,71:Hoffeld-Schönberg,8,Bus,0,On time
DINKELSTRASSE__KARLSHOF,Dinkelstraße (Karlshof)::4,76,Echterdingen Bf,Degerloch ZOB,76:Echterdingen Bf-Degerloch ZOB,7,Bus,0,On time
DINKELSTRASSE__KARLSHOF,Dinkelstraße (Karlshof)::3,76,Degerloch ZOB,Echterdingen Bf,76:Degerloch ZOB-Echterdingen Bf,,Bus,0,On time
DINKELSTRASSE__KARLSHOF,Dinkelstraße (Karlshof)::4,71,Schönberg,Hoffeld,71:Schönberg-Hoffeld,20,Bus,0,On time
ASEMWALD,Asemwald::3,71,Hoffeld,Schönberg,71:Hoffeld-Schönberg,7,Bus,0,On time
ASEMWALD,Asemwald::4,76,Echterdingen Bf,Degerloch ZOB,76:Echterdingen Bf-Degerloch ZOB,8,Bus,0,On time
ASEMWALD,Asemwald::3,76,Degerloch ZOB,Echterdingen Bf,76:Degerloch ZOB-Echterdingen Bf,,Bus,0,On time
ASEMWALD,Asemwald::4,71,Schönberg,Hoffeld,71:Schönberg-Hoffeld,21,Bus,0,On time
DÜRNAUER_WEG,Dürnauer Weg::4,76,Echterdingen Bf,Degerloch ZOB,76:Echterdingen Bf-Degerloch ZOB,9,Bus,0,On time
DÜRNAUER_WEG,Dürnauer Weg::3,71,Hoffeld,Schönberg,71:Hoffeld-Schönberg,5,Bus,0,On time
DÜRNAUER_WEG,Dürnauer Weg::3,76,Degerloch ZOB,Echterdingen Bf,76:Degerloch ZOB-Echterdingen Bf,,Bus,0,On time
DÜRNAUER_WEG,Dürnauer Weg::4,71,Schönberg,Hoffeld,71:Schönberg-Hoffeld,23,Bus,0,On time
IM_ELSENTAL,Im Elsental::4,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,1,Bus,0,On time
IM_ELSENTAL,Im Elsental::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,21,Bus,0,On time
JOHANNESGRABEN,Johannesgraben::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,13,Bus,0,On time
JOHANNESGRABEN,Johannesgraben::4,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,9,Bus,0,On time
BERUFSBILDUNGSZENTRUM,Berufsbildungszentrum::3,80,Industriestraße,Vaihingen Bf (Ost),80:Industriestraße-Vaihingen Bf (Ost),2,Bus,0,On time
BERUFSBILDUNGSZENTRUM,Berufsbildungszentrum::3,80,Industriestraße,Vaihingen Bf (Ost),80:Industriestraße-Vaihingen Bf (Ost),2,Bus,0,On time
MÖHRINGEN_RATHAUS,Möhringen Rathaus::4,72,Europaplatz,Möhringen Bf,72:Europaplatz-Möhringen Bf,3,Bus,0,On time
MÖHRINGEN_RATHAUS,Möhringen Rathaus::3,U5E,Möhringen Bf,Leinfelden Bf,U5E:Möhringen Bf-Leinfelden Bf,15,Bus,0,On time
MÖHRINGEN_RATHAUS,Möhringen Rathaus::3,72,Möhringen Bf,Europaplatz,72:Möhringen Bf-Europaplatz,9,Bus,0,On time
MÖHRINGEN_RATHAUS,Möhringen Rathaus::4,U5E,Leinfelden Bf,Möhringen Bf,U5E:Leinfelden Bf-Möhringen Bf,3,Bus,0,On time
JELINSTRASSE,Jelinstraße::3,U5E,Möhringen Bf,Leinfelden Bf,U5E:Möhringen Bf-Leinfelden Bf,14,Bus,0,On time
JELINSTRASSE,Jelinstraße::4,U5E,Leinfelden Bf,Möhringen Bf,U5E:Leinfelden Bf-Möhringen Bf,5,Bus,0,On time
JELINSTRASSE,Jelinstraße::3,72,Möhringen Bf,Europaplatz,72:Möhringen Bf-Europaplatz,8,Bus,0,On time
JELINSTRASSE,Jelinstraße::4,72,Europaplatz,Möhringen Bf,72:Europaplatz-Möhringen Bf,5,Bus,0,On time
LAUCHHAU,Lauchhau::Pos. 1,81,Büsnauer Platz,Lambertweg,81:Büsnauer Platz-Lambertweg,21,Bus,0,On time
LAUCHHAU,Lauchhau::Pos. 2,84,Universität (Schleife),Vaihingen Bf,84:Universität (Schleife)-Vaihingen Bf,,Bus,0,On time
LAUCHHAU,Lauchhau::Pos. 1,X74,Weil der Stadt Bf,Universität (Schleife),X74:Weil der Stadt Bf-Universität (Schleife),,Bus,0,On time
LAUCHHAU,Lauchhau::Pos. 3,91,Lauchhau,Feuerbach Bf,91:Lauchhau-Feuerbach Bf,37,Bus,0,On time
LAUCHHAU,Lauchhau::Pos. 2,81,Lambertweg,Büsnauer Platz,81:Lambertweg-Büsnauer Platz,4,Bus,0,On time
LAUCHHAU,Lauchhau::Pos. 2,X74,Universität (Schleife),Weil der Stadt Bf,X74:Universität (Schleife)-Weil der Stadt Bf,24,Bus,0,On time
LAUCHHAU,Lauchhau::Pos. 1,81,Büsnauer Platz,Lambertweg,81:Büsnauer Platz-Lambertweg,21,Bus,0,On time
LAUCHHAU,Lauchhau::Pos. 1,748,Maichingen Bf,Universität,748:Maichingen Bf-Universität,,Bus,0,On time
AM_FELDRAND,Am Feldrand::3,81,Büsnauer Platz,Lambertweg,81:Büsnauer Platz-Lambertweg,20,Bus,0,On time
AM_FELDRAND,Am Feldrand::4,81,Lambertweg,Büsnauer Platz,81:Lambertweg-Büsnauer Platz,6,Bus,0,On time
AM_FELDRAND,Am Feldrand::3,81,Büsnauer Platz,Lambertweg,81:Büsnauer Platz-Lambertweg,20,Bus,0,On time
DEGERLOCH_ALBSTRASSE,Degerloch Albstraße::1,U8,Heumaden,Vaihingen Bf,U8:Heumaden-Vaihingen Bf,12,Stadtbahn,0,On time
DEGERLOCH_ALBSTRASSE,Degerloch Albstraße::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,41,Stadtbahn,0,On time
DEGERLOCH_ALBSTRASSE,Degerloch Albstraße::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,12,Stadtbahn,0,On time
DEGERLOCH_ALBSTRASSE,Degerloch Albstraße::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,41,Stadtbahn,0,On time
DEGERLOCH_ALBSTRASSE,Degerloch Albstraße::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,20,Stadtbahn,0,On time
DEGERLOCH_ALBSTRASSE,Degerloch Albstraße::2,U8,Vaihingen Bf,Heumaden,U8:Vaihingen Bf-Heumaden,13,Stadtbahn,0,On time
DEGERLOCH_ALBSTRASSE,Degerloch Albstraße::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,41,Stadtbahn,0,On time
DEGERLOCH_ALBSTRASSE,Degerloch Albstraße::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,12,Stadtbahn,0,On time
DEGERLOCH_ALBSTRASSE,Degerloch Albstraße::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,41,Stadtbahn,0,On time
DEGERLOCH_ALBSTRASSE,Degerloch Albstraße::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,20,Stadtbahn,0,On time
VAIHINGEN_RATHAUS,Vaihingen Rathaus::4,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,12,Bus,0,On time
VAIHINGEN_RATHAUS,Vaihingen Rathaus::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,8,Bus,0,On time
SYNERGIEPARK,Synergiepark::4,80,Industriestraße,Vaihingen Bf (Ost),80:Industriestraße-Vaihingen Bf (Ost),9,Bus,0,Cancelled
SYNERGIEPARK,Synergiepark::3,80,Vaihingen Bf (Ost),Industriestraße,80:Vaihingen Bf (Ost)-Industriestraße,6,Bus,0,On time
SYNERGIEPARK,Synergiepark::4,80,Industriestraße,Vaihingen Bf (Ost),80:Industriestraße-Vaihingen Bf (Ost),9,Bus,0,Cancelled
LAPP_KABEL,Lapp Kabel::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,51,Stadtbahn,0,On time
LAPP_KABEL,Lapp Kabel::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,2,Stadtbahn,0,On time
LAPP_KABEL,Lapp Kabel::7,80,Vaihingen Bf (Ost),Industriestraße,80:Vaihingen Bf (Ost)-Industriestraße,5,Bus,0,On time
LAPP_KABEL,Lapp Kabel::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,51,Stadtbahn,0,On time
LAPP_KABEL,Lapp Kabel::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,2,Stadtbahn,0,On time
VAIHINGEN_ALTER_FRIEDHOF,Vaihingen Alter Friedhof::4,SEV1,Vaihingen,Hauptbf (Arnulf-Klett-Platz),SEV1:Vaihingen-Hauptbf (Arnulf-Klett-Platz),27,SEV-Bus,0,On time
VAIHINGEN_ALTER_FRIEDHOF,Vaihingen Alter Friedhof::3,SEV1,Hauptbf (Arnulf-Klett-Platz),Vaihingen,SEV1:Hauptbf (Arnulf-Klett-Platz)-Vaihingen,10,SEV-Bus,0,On time
VAIHINGEN_ALTER_FRIEDHOF,Vaihingen Alter Friedhof::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,11,Bus,0,On time
VAIHINGEN_ALTER_FRIEDHOF,Vaihingen Alter Friedhof::4,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,10,Bus,0,On time
VAIHINGEN_ALTER_FRIEDHOF,Vaihingen Alter Friedhof::4,SEV1,Vaihingen,Hauptbf (Arnulf-Klett-Platz),SEV1:Vaihingen-Hauptbf (Arnulf-Klett-Platz),27,SEV-Bus,0,On time
VAIHINGEN_ALTER_FRIEDHOF,Vaihingen Alter Friedhof::3,SEV1,Hauptbf (Arnulf-Klett-Platz),Vaihingen,SEV1:Hauptbf (Arnulf-Klett-Platz)-Vaihingen,10,SEV-Bus,0,On time
SCHRANNE,Schranne::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,14,Bus,0,On time
SCHRANNE,Schranne::4,X74,Weil der Stadt Bf,Universität (Schleife),X74:Weil der Stadt Bf-Universität (Schleife),,Bus,0,On time
SCHRANNE,Schranne::4,91,Lauchhau,Feuerbach Bf,91:Lauchhau-Feuerbach Bf,35,Bus,0,On time
SCHRANNE,Schranne::3,X74,Universität (Schleife),Weil der Stadt Bf,X74:Universität (Schleife)-Weil der Stadt Bf,26,Bus,0,On time
SCHRANNE,Schranne::4,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,8,Bus,0,On time
SCHRANNE,Schranne::3,92,Heslach Vogelrain,Rotebühlplatz,92:Heslach Vogelrain-Rotebühlplatz,,Bus,0,On time
KNAPPENWEG,Knappenweg::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,17,Bus,0,On time
KNAPPENWEG,Knappenweg::4,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,6,Bus,0,On time
DACHSWALD,Dachswald::4,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,4,Bus,0,On time
DACHSWALD,Dachswald::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,19,Bus,0,On time
DACHSWALDWEG,Dachswaldweg::4,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,2,Bus,0,On time
DACHSWALDWEG,Dachswaldweg::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,20,Bus,0,On time
DÜRRLEWANG,Dürrlewang::1,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,52,Stadtbahn,0,On time
DÜRRLEWANG,Dürrlewang::3,81,Büsnauer Platz,Lambertweg,81:Büsnauer Platz-Lambertweg,2,Bus,0,On time
DÜRRLEWANG,Dürrlewang::4,81,Lambertweg,Büsnauer Platz,81:Lambertweg-Büsnauer Platz,24,Bus,0,On time
DÜRRLEWANG,Dürrlewang::1,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,52,Stadtbahn,0,On time
HAUSENRING,Hausenring::3,90,Weilimdorf Bf,Giebel,90:Weilimdorf Bf-Giebel,5,Bus,0,On time
HAUSENRING,Hausenring::4,90,Giebel,Weilimdorf Bf,90:Giebel-Weilimdorf Bf,7,Bus,0,On time
DITZINGER_STRASSE,Ditzinger Straße::3,90,Weilimdorf Bf,Giebel,90:Weilimdorf Bf-Giebel,9,Bus,0,On time
DITZINGER_STRASSE,Ditzinger Straße::4,90,Giebel,Weilimdorf Bf,90:Giebel-Weilimdorf Bf,3,Bus,0,On time
DITZINGER_STRASSE,Ditzinger Straße::3,90,Korntal Bf,Giebel,90:Korntal Bf-Giebel,9,Bus,0,On time
FEHRBELLINER_STR,Fehrbelliner Str.::3,90,Korntal Bf,Giebel,90:Korntal Bf-Giebel,7,Bus,0,On time
FEHRBELLINER_STR,Fehrbelliner Str.::4,90,Giebel,Korntal Bf,90:Giebel-Korntal Bf,7,Bus,0,On time
GREUTTERSTRASSE,Greutterstraße::3,90,Korntal Bf,Giebel,90:Korntal Bf-Giebel,8,Bus,0,On time
GREUTTERSTRASSE,Greutterstraße::4,90,Giebel,Korntal Bf,90:Giebel-Korntal Bf,6,Bus,0,On time
MÖNSHEIMER_WEG,Mönsheimer Weg::3,90,Weilimdorf Bf,Giebel,90:Weilimdorf Bf-Giebel,7,Bus,0,On time
MÖNSHEIMER_WEG,Mönsheimer Weg::4,90,Giebel,Weilimdorf Bf,90:Giebel-Weilimdorf Bf,5,Bus,0,On time
WEILEMER_PFAD,Weilemer Pfad::3,90,Weilimdorf Bf,Giebel,90:Weilimdorf Bf-Giebel,8,Bus,0,On time
WEILEMER_PFAD,Weilemer Pfad::4,90,Giebel,Weilimdorf Bf,90:Giebel-Weilimdorf Bf,4,Bus,0,On time
PFULLINGER_STRASSE,Pfullinger Straße::3,76,Degerloch ZOB,Echterdingen Bf,76:Degerloch ZOB-Echterdingen Bf,,Bus,0,On time
PFULLINGER_STRASSE,Pfullinger Straße::4,76,Echterdingen Bf,Degerloch ZOB,76:Echterdingen Bf-Degerloch ZOB,3,Bus,0,On time
PFULLINGER_STRASSE,Pfullinger Straße::3,73,Degerloch ZOB,Plieningen Seemühlenweg,73:Degerloch ZOB-Plieningen Seemühlenweg,21,Bus,0,On time
PFULLINGER_STRASSE,Pfullinger Straße::4,73,Plieningen Seemühlenweg,Degerloch ZOB,73:Plieningen Seemühlenweg-Degerloch ZOB,5,Bus,0,On time
TRÄNKE,Tränke::3,76,Degerloch ZOB,Echterdingen Bf,76:Degerloch ZOB-Echterdingen Bf,,Bus,0,On time
TRÄNKE,Tränke::4,76,Echterdingen Bf,Degerloch ZOB,76:Echterdingen Bf-Degerloch ZOB,3,Bus,0,On time
TRÄNKE,Tränke::3,73,Degerloch ZOB,Plieningen Seemühlenweg,73:Degerloch ZOB-Plieningen Seemühlenweg,21,Bus,0,On time
TRÄNKE,Tränke::4,73,Plieningen Seemühlenweg,Degerloch ZOB,73:Plieningen Seemühlenweg-Degerloch ZOB,5,Bus,0,On time
ZAZENHAUSEN_KRONE,Zazenhausen Krone::3,53,Mühlhausen (Stgt.),Zuffenhausen Bf,53:Mühlhausen (Stgt.)-Zuffenhausen Bf,10,Bus,0,On time
ZAZENHAUSEN_KRONE,Zazenhausen Krone::4,53,Zuffenhausen Bf,Mühlhausen (Stgt.),53:Zuffenhausen Bf-Mühlhausen (Stgt.),8,Bus,0,On time
ZUFFENHAUSEN_REIBEDANZ,Zuffenhausen Reibedanz::3,53,Zuffenhausen Bf,Mühlhausen (Stgt.),53:Zuffenhausen Bf-Mühlhausen (Stgt.),10,Bus,0,On time
ZUFFENHAUSEN_REIBEDANZ,Zuffenhausen Reibedanz::4,53,Mühlhausen (Stgt.),Zuffenhausen Bf,53:Mühlhausen (Stgt.)-Zuffenhausen Bf,8,Bus,0,On time
WERNER_UND_PFLEIDERER,Werner und Pfleiderer::3,501,Feuerbach Bf,Hemmingen Schauchert,501:Feuerbach Bf-Hemmingen Schauchert,41,Bus,0,On time
WERNER_UND_PFLEIDERER,Werner und Pfleiderer::4,503,Vaihingen (E) Bf,Feuerbach Bf,503:Vaihingen (E) Bf-Feuerbach Bf,5,Bus,0,On time
WERNER_UND_PFLEIDERER,Werner und Pfleiderer::3,502,Feuerbach Bf,Riet Dorfplatz,502:Feuerbach Bf-Riet Dorfplatz,46,Bus,0,On time
TIGERSTRASSE,Tigerstraße::3,84,Vaihingen Bf,Gründgensstraße,84:Vaihingen Bf-Gründgensstraße,4,Bus,0,On time
AUBERLENWEG,Auberlenweg::3,91,Feuerbach Bf,Lauchhau,91:Feuerbach Bf-Lauchhau,13,Bus,0,On time
AUBERLENWEG,Auberlenweg::4,91,Lauchhau,Feuerbach Bf,91:Lauchhau-Feuerbach Bf,26,Bus,0,On time
GEHRENWALD,Gehrenwald::4,60,Untertürkheim Bf,Oeffingen Dieselstraße,60:Untertürkheim Bf-Oeffingen Dieselstraße,29,Bus,0,On time
GEHRENWALD,Gehrenwald::3,60,Oeffingen Dieselstraße,Untertürkheim Bf,60:Oeffingen Dieselstraße-Untertürkheim Bf,7,Bus,0,On time
GEHRENWALD,Gehrenwald::4,60,Untertürkheim Bf,Oeffingen Dieselstraße,60:Untertürkheim Bf-Oeffingen Dieselstraße,29,Bus,0,On time
GEHRENWALD,Gehrenwald::3,60,Oeffingen Dieselstraße,Untertürkheim Bf,60:Oeffingen Dieselstraße-Untertürkheim Bf,7,Bus,0,On time
VAIHINGEN,Vaihingen Bf::Bstg. 5,81,Lambertweg,Büsnauer Platz,81:Lambertweg-Büsnauer Platz,16,Bus,0,On time
VAIHINGEN,Vaihingen::Gleis 2,S1,Vaihingen,Herrenberg,S1:Vaihingen-Herrenberg,24,S-Bahn,0,On time
VAIHINGEN,Vaihingen::Bstg. 1,SEV1,Vaihingen,Hauptbf (Arnulf-Klett-Platz),SEV1:Vaihingen-Hauptbf (Arnulf-Klett-Platz),,SEV-Bus,0,On time
VAIHINGEN,Vaihingen Bf::Gleis 11,U3,Vaihingen Bf,Plieningen,U3:Vaihingen Bf-Plieningen,15,Stadtbahn,0,On time
VAIHINGEN,Vaihingen Bf::Bstg. 4,84,Vaihingen Bf,Gründgensstraße,84:Vaihingen Bf-Gründgensstraße,9,Bus,0,On time
VAIHINGEN,Vaihingen::Gleis 6,RE,Böblingen,Stuttgart Hauptbahnhof (oben),RE:Böblingen-Stuttgart Hauptbahnhof (oben),,R-Bahn,0,On time
VAIHINGEN,Vaihingen Bf::Bstg. 5,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,,Bus,0,On time
VAIHINGEN,Vaihingen Bf::Gleis 13,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),44,Stadtbahn,0,On time
VAIHINGEN,Vaihingen::Gleis 1,RB14,Stuttgart Hauptbahnhof (oben),Freudenstadt/Rottweil,RB14:Stuttgart Hauptbahnhof (oben)-Freudenstadt/Rottweil,,R-Bahn,0,On time
VAIHINGEN,Vaihingen::Gleis 1,RB14,Stuttgart Hauptbahnhof (oben),Freudenstadt/Rottweil,RB14:Stuttgart Hauptbahnhof (oben)-Freudenstadt/Rottweil,,R-Bahn,3,Delayed
VAIHINGEN,Vaihingen Bf::Bstg. 6,81,Büsnauer Platz,Lambertweg,81:Büsnauer Platz-Lambertweg,9,Bus,0,On time
VAIHINGEN,Vaihingen::Bstg. 1,SEV1,Vaihingen,Hauptbf (Arnulf-Klett-Platz),SEV1:Vaihingen-Hauptbf (Arnulf-Klett-Platz),,SEV-Bus,0,On time
VAIHINGEN,Vaihingen Bf::Gleis 11,U3,Vaihingen Bf,Plieningen,U3:Vaihingen Bf-Plieningen,15,Stadtbahn,0,On time
VAIHINGEN,Vaihingen::Gleis 3,S2,Vaihingen,Filderstadt,S2:Vaihingen-Filderstadt,22,S-Bahn,0,On time
VAIHINGEN,Vaihingen Bf::Bstg. 6,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,,Bus,0,On time
VAIHINGEN,Vaihingen Bf::Bstg. 3,86,Vaihingen Bf,Leinfelden Bf,86:Vaihingen Bf-Leinfelden Bf,,Bus,0,On time
VAIHINGEN,Vaihingen Bf::Bstg. 5,81,Lambertweg,Büsnauer Platz,81:Lambertweg-Büsnauer Platz,16,Bus,0,On time
VAIHINGEN,Vaihingen Bf::Gleis 11,U8,Vaihingen Bf,Heumaden,U8:Vaihingen Bf-Heumaden,24,Stadtbahn,0,On time
VAIHINGEN,Vaihingen Bf::Gleis 13,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),44,Stadtbahn,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),43,Stadtbahn,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::4,81,Lambertweg,Büsnauer Platz,81:Lambertweg-Büsnauer Platz,13,Bus,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,1,Stadtbahn,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::4,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,,Bus,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::3,81,Büsnauer Platz,Lambertweg,81:Büsnauer Platz-Lambertweg,13,Bus,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),43,Stadtbahn,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,,Bus,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,1,Stadtbahn,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::4,81,Lambertweg,Büsnauer Platz,81:Lambertweg-Büsnauer Platz,13,Bus,0,On time
UNIVERSITÄT,Universität::3,SEV1,Hauptbf (Arnulf-Klett-Platz),Vaihingen,SEV1:Hauptbf (Arnulf-Klett-Platz)-Vaihingen,14,SEV-Bus,0,On time
UNIVERSITÄT,Universität::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,15,Bus,0,On time
UNIVERSITÄT,Universität::4,SEV1,Vaihingen,Hauptbf (Arnulf-Klett-Platz),SEV1:Vaihingen-Hauptbf (Arnulf-Klett-Platz),23,SEV-Bus,0,On time
UNIVERSITÄT,Universität::4,X74,Weil der Stadt Bf,Universität (Schleife),X74:Weil der Stadt Bf-Universität (Schleife),1,Bus,0,On time
UNIVERSITÄT,Universität::4,91,Lauchhau,Feuerbach Bf,91:Lauchhau-Feuerbach Bf,34,Bus,0,On time
UNIVERSITÄT,Universität::3,X74,Universität (Schleife),Weil der Stadt Bf,X74:Universität (Schleife)-Weil der Stadt Bf,27,Bus,0,On time
